trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN2593F2685248:2024-02-08T00:29:23Z,19:07:00,19:09:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2593F2685248:2024-02-08T00:29:23Z,19:44:00,19:50:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2593F2685248:2024-02-08T00:29:23Z,20:08:00,20:11:00,StopPoint:OCETGV INOUI-87141150,3,,0,0,
OCESN2593F2685248:2024-02-08T00:29:23Z,20:53:00,20:53:00,StopPoint:OCETGV INOUI-87144014,4,,1,0,
OCESN2593F2859585:2023-12-05T00:34:08Z,18:07:00,18:07:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2593F2859585:2023-12-05T00:34:08Z,19:07:00,19:09:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2593F2859585:2023-12-05T00:34:08Z,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87141002,2,,1,0,
OCESN2595F2542032:2024-02-03T00:31:17Z,19:24:00,19:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2595F2542032:2024-02-03T00:31:17Z,20:24:00,20:27:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2595F2542032:2024-02-03T00:31:17Z,21:04:00,21:10:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2595F2542032:2024-02-03T00:31:17Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87144014,3,,1,0,
OCESN2595F2542777:2023-12-12T00:43:19Z,19:12:00,19:12:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2595F2542777:2023-12-12T00:43:19Z,20:25:00,20:28:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2595F2542777:2023-12-12T00:43:19Z,21:04:00,21:10:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2595F2542777:2023-12-12T00:43:19Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87144014,3,,1,0,
OCESN2595F2909832:2024-01-10T00:41:00Z,19:24:00,19:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2595F2909832:2024-01-10T00:41:00Z,20:24:00,20:27:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2595F2909832:2024-01-10T00:41:00Z,21:04:00,21:10:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2595F2909832:2024-01-10T00:41:00Z,22:00:00,22:00:00,StopPoint:OCETGV INOUI-87144014,3,,1,0,
OCESN2596F2573382:2024-02-08T00:29:23Z,07:10:00,07:10:00,StopPoint:OCETGV INOUI-87144014,0,,0,1,
OCESN2596F2573382:2024-02-08T00:29:23Z,07:49:00,07:52:00,StopPoint:OCETGV INOUI-87141150,1,,0,0,
OCESN2596F2573382:2024-02-08T00:29:23Z,08:10:00,08:16:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2596F2573382:2024-02-08T00:29:23Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2596F2666320:2023-12-05T00:34:08Z,07:10:00,07:10:00,StopPoint:OCETGV INOUI-87144014,0,,0,1,
OCESN2596F2666320:2023-12-05T00:34:08Z,07:47:00,07:50:00,StopPoint:OCETGV INOUI-87141150,1,,0,0,
OCESN2596F2666320:2023-12-05T00:34:08Z,08:09:00,08:16:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2596F2666320:2023-12-05T00:34:08Z,09:48:00,09:48:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2596F2685254:2024-01-09T00:38:43Z,07:10:00,07:10:00,StopPoint:OCETGV INOUI-87144014,0,,0,1,
OCESN2596F2685254:2024-01-09T00:38:43Z,07:47:00,07:50:00,StopPoint:OCETGV INOUI-87141150,1,,0,0,
OCESN2596F2685254:2024-01-09T00:38:43Z,08:09:00,08:16:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2596F2685254:2024-01-09T00:38:43Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2598F2664822:2024-01-30T00:44:05Z,17:08:00,17:08:00,StopPoint:OCETGV INOUI-87144014,0,,0,1,
OCESN2598F2664822:2024-01-30T00:44:05Z,17:43:00,17:45:00,StopPoint:OCETGV INOUI-87141150,1,,0,0,
OCESN2598F2664822:2024-01-30T00:44:05Z,18:04:00,18:11:00,StopPoint:OCETGV INOUI-87141002,2,,0,0,
OCESN2598F2664822:2024-01-30T00:44:05Z,18:45:00,18:48:00,StopPoint:OCETGV INOUI-87147322,3,,0,0,
OCESN2598F2664822:2024-01-30T00:44:05Z,19:48:00,19:48:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2598F2705462:2024-02-03T00:31:17Z,18:11:00,18:11:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN2598F2705462:2024-02-03T00:31:17Z,18:45:00,18:48:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2598F2705462:2024-02-03T00:31:17Z,19:48:00,19:48:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2613F2665856:2024-02-04T00:41:58Z,15:24:00,15:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2613F2665856:2024-02-04T00:41:58Z,16:48:00,16:48:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2613F2694630:2023-12-22T00:50:14Z,15:29:00,15:29:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2613F2694630:2023-12-22T00:50:14Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2613F2994937:2024-02-07T00:29:39Z,15:39:00,15:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2613F2994937:2024-02-07T00:29:39Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2613F2997114:2024-02-05T00:32:25Z,15:39:00,15:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2613F2997114:2024-02-05T00:32:25Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2625F2842204:2024-02-03T00:31:17Z,18:39:00,18:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2625F2842204:2024-02-03T00:31:17Z,20:04:00,20:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2625F2998413:2024-02-08T00:29:23Z,18:39:00,18:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2625F2998413:2024-02-08T00:29:23Z,19:19:00,19:22:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2625F2998413:2024-02-08T00:29:23Z,20:10:00,20:10:00,StopPoint:OCETGV INOUI-87192039,2,,1,0,
OCESN2647F2665860:2023-12-22T00:50:14Z,21:29:00,21:29:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2647F2665860:2023-12-22T00:50:14Z,23:04:00,23:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2647F2700605:2024-02-04T00:41:58Z,21:40:00,21:40:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2647F2700605:2024-02-04T00:41:58Z,23:04:00,23:04:00,StopPoint:OCETGV INOUI-87192039,1,,1,0,
OCESN2650F3010592:2024-02-08T00:29:23Z,06:23:00,06:23:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2650F3010592:2024-02-08T00:29:23Z,07:50:00,07:50:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2654F2059521:2024-02-03T00:31:17Z,07:26:00,07:26:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2654F2059521:2024-02-03T00:31:17Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2654F2665992:2023-11-25T04:46:39Z,07:26:00,07:26:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2654F2665992:2023-11-25T04:46:39Z,08:52:00,08:52:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2656F3024139:2024-02-08T00:29:23Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2656F3024139:2024-02-08T00:29:23Z,09:17:00,09:20:00,StopPoint:OCETGV INOUI-87147322,1,,0,0,
OCESN2656F3024139:2024-02-08T00:29:23Z,10:21:00,10:21:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2680F2549798:2024-02-08T00:29:23Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2680F2549798:2024-02-08T00:29:23Z,18:16:00,18:19:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2680F2549798:2024-02-08T00:29:23Z,19:01:00,19:01:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2680F2780318:2023-12-22T00:50:14Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2680F2780318:2023-12-22T00:50:14Z,18:16:00,18:19:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2680F2780318:2023-12-22T00:50:14Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2680F2798839:2024-02-05T00:32:25Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87192039,0,,0,1,
OCESN2680F2798839:2024-02-05T00:32:25Z,18:16:00,18:19:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2680F2798839:2024-02-05T00:32:25Z,19:01:00,19:01:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2706F2685291:2024-02-08T00:29:23Z,06:45:00,06:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2706F2685291:2024-02-08T00:29:23Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2707F2842214:2024-02-08T00:29:23Z,07:39:00,07:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2707F2842214:2024-02-08T00:29:23Z,08:25:00,08:25:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2709F2646132:2024-02-08T00:29:23Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F2646132:2024-02-08T00:29:23Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F2646132:2024-02-08T00:29:23Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F2646132:2024-02-08T00:29:23Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2709F2646132:2024-02-08T00:29:23Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,1,
OCESN2709F2796133:2023-11-25T04:46:39Z,08:26:00,08:26:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2709F2796133:2023-11-25T04:46:39Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2709F2796133:2023-11-25T04:46:39Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2709F2796133:2023-11-25T04:46:39Z,10:10:00,10:19:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2709F2796133:2023-11-25T04:46:39Z,10:35:00,10:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2712F2666087:2024-02-07T00:29:39Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F2666087:2024-02-07T00:29:39Z,08:31:00,08:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2712F2666089:2024-02-08T00:29:23Z,07:45:00,07:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2712F2666089:2024-02-08T00:29:23Z,08:31:00,08:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2714F2549452:2023-11-25T04:46:39Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F2549452:2023-11-25T04:46:39Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F2549452:2023-11-25T04:46:39Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F2549452:2023-11-25T04:46:39Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F2549452:2023-11-25T04:46:39Z,09:03:00,09:03:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F2665582:2024-02-08T00:29:23Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F2665582:2024-02-08T00:29:23Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F2665582:2024-02-08T00:29:23Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F2665582:2024-02-08T00:29:23Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F2665582:2024-02-08T00:29:23Z,09:01:00,09:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2714F2709591:2023-12-23T00:38:30Z,06:53:00,06:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2714F2709591:2023-12-23T00:38:30Z,07:07:00,07:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2714F2709591:2023-12-23T00:38:30Z,07:45:00,07:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2714F2709591:2023-12-23T00:38:30Z,08:09:00,08:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2714F2709591:2023-12-23T00:38:30Z,09:12:00,09:12:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2715F2685874:2023-12-22T00:50:14Z,08:17:00,08:17:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2715F2685874:2023-12-22T00:50:14Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2715F2685874:2023-12-22T00:50:14Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2715F2685874:2023-12-22T00:50:14Z,10:10:00,10:10:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2715F2819008:2024-02-03T00:31:17Z,08:28:00,08:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2715F2819008:2024-02-03T00:31:17Z,09:14:00,09:19:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2715F2819008:2024-02-03T00:31:17Z,09:39:00,09:42:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2715F2819008:2024-02-03T00:31:17Z,10:10:00,10:10:00,StopPoint:OCETGV INOUI-87172007,3,,1,0,
OCESN2716F2942077:2024-02-08T00:29:23Z,08:45:00,08:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2716F2942077:2024-02-08T00:29:23Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2719F2543400:2023-12-22T00:50:14Z,10:17:00,10:17:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2719F2543400:2023-12-22T00:50:14Z,11:14:00,11:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2719F2665881:2023-11-25T04:46:39Z,10:23:00,10:23:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2719F2665881:2023-11-25T04:46:39Z,11:14:00,11:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2719F2842228:2024-02-08T00:29:23Z,10:28:00,10:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2719F2842228:2024-02-08T00:29:23Z,11:14:00,11:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2720F2574166:2024-02-03T00:31:17Z,07:23:00,07:23:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2720F2574166:2024-02-03T00:31:17Z,07:37:00,07:47:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2720F2574166:2024-02-03T00:31:17Z,08:15:00,08:18:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2720F2574166:2024-02-03T00:31:17Z,08:39:00,08:45:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2720F2574166:2024-02-03T00:31:17Z,09:31:00,09:31:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2721F2543401:2023-12-22T00:50:14Z,10:48:00,10:48:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2721F2543401:2023-12-22T00:50:14Z,11:44:00,11:44:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2721F2941335:2024-02-03T00:31:17Z,10:58:00,10:58:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2721F2941335:2024-02-03T00:31:17Z,11:44:00,11:44:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2722F2742582:2023-12-28T00:37:32Z,11:56:00,11:56:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F2742582:2023-12-28T00:37:32Z,12:53:00,12:53:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2722F2955401:2024-02-08T00:29:23Z,11:56:00,11:56:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2722F2955401:2024-02-08T00:29:23Z,12:42:00,12:42:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2726F2544018:2023-12-05T00:34:08Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2726F2544018:2023-12-05T00:34:08Z,13:01:00,13:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2726F2544356:2023-12-22T00:50:14Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2726F2544356:2023-12-22T00:50:14Z,13:12:00,13:12:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2726F2833375:2024-02-03T00:31:17Z,10:52:00,10:52:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2726F2833375:2024-02-03T00:31:17Z,11:06:00,11:16:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2726F2833375:2024-02-03T00:31:17Z,11:44:00,11:47:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2726F2833375:2024-02-03T00:31:17Z,12:09:00,12:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2726F2833375:2024-02-03T00:31:17Z,13:01:00,13:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2730F2998797:2024-02-08T00:29:23Z,12:53:00,12:53:00,StopPoint:OCETGV INOUI-87172254,0,,0,1,
OCESN2730F2998797:2024-02-08T00:29:23Z,13:07:00,13:17:00,StopPoint:OCETGV INOUI-87172007,1,,0,0,
OCESN2730F2998797:2024-02-08T00:29:23Z,13:45:00,13:48:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2730F2998797:2024-02-08T00:29:23Z,14:09:00,14:15:00,StopPoint:OCETGV INOUI-87171009,3,,0,0,
OCESN2730F2998797:2024-02-08T00:29:23Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87113001,4,,1,0,
OCESN2733F2844253:2024-02-04T00:41:58Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2733F2844253:2024-02-04T00:41:58Z,13:44:00,13:44:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F2257845:2023-12-21T00:50:45Z,13:27:00,13:27:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2735F2257845:2023-12-21T00:50:45Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F2612330:2024-02-03T00:31:17Z,13:28:00,13:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2735F2612330:2024-02-03T00:31:17Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2735F2695606:2023-12-22T00:50:14Z,13:17:00,13:17:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2735F2695606:2023-12-22T00:50:14Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2738F2572926:2023-12-22T00:50:14Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2738F2572926:2023-12-22T00:50:14Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2738F2799765:2024-02-03T00:31:17Z,14:15:00,14:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2738F2799765:2024-02-03T00:31:17Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2743F2665963:2024-02-08T00:29:23Z,15:27:00,15:27:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F2665963:2024-02-08T00:29:23Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2743F2694659:2023-12-22T00:50:14Z,15:17:00,15:17:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F2694659:2023-12-22T00:50:14Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2743F2842247:2024-02-04T00:41:58Z,15:39:00,15:39:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2743F2842247:2024-02-04T00:41:58Z,16:25:00,16:25:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2747F2653902:2023-11-25T04:46:39Z,17:27:00,17:27:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2747F2653902:2023-11-25T04:46:39Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2747F2700608:2023-12-22T00:50:14Z,17:18:00,17:18:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2747F2700608:2023-12-22T00:50:14Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2747F2842514:2024-02-08T00:29:23Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2747F2842514:2024-02-08T00:29:23Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2747F2842516:2024-02-04T00:41:58Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2747F2842516:2024-02-04T00:41:58Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87171009,1,,1,0,
OCESN2750F1336546:2023-12-22T00:50:14Z,16:15:00,16:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2750F1336546:2023-12-22T00:50:14Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2750F2513295:2024-02-03T00:31:17Z,16:15:00,16:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2750F2513295:2024-02-03T00:31:17Z,17:01:00,17:01:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2751F2060553:2023-12-20T00:39:09Z,18:24:00,18:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2751F2060553:2023-12-20T00:39:09Z,19:14:00,19:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2751F2060553:2023-12-20T00:39:09Z,19:40:00,19:43:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2751F2060553:2023-12-20T00:39:09Z,20:11:00,20:20:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2751F2060553:2023-12-20T00:39:09Z,20:35:00,20:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2751F2799296:2023-12-22T00:50:14Z,18:17:00,18:17:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2751F2799296:2023-12-22T00:50:14Z,19:14:00,19:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2751F2799296:2023-12-22T00:50:14Z,19:40:00,19:43:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2751F2799296:2023-12-22T00:50:14Z,20:11:00,20:20:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2751F2799296:2023-12-22T00:50:14Z,20:35:00,20:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2751F2911989:2024-02-08T00:29:23Z,18:25:00,18:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2751F2911989:2024-02-08T00:29:23Z,19:14:00,19:20:00,StopPoint:OCETGV INOUI-87171009,1,,0,0,
OCESN2751F2911989:2024-02-08T00:29:23Z,19:40:00,19:43:00,StopPoint:OCETGV INOUI-87172270,2,,0,0,
OCESN2751F2911989:2024-02-08T00:29:23Z,20:11:00,20:20:00,StopPoint:OCETGV INOUI-87172007,3,,0,0,
OCESN2751F2911989:2024-02-08T00:29:23Z,20:35:00,20:35:00,StopPoint:OCETGV INOUI-87172254,4,,1,0,
OCESN2752F2386091:2024-02-08T00:29:23Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2752F2386091:2024-02-08T00:29:23Z,18:02:00,18:02:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2752F2842256:2024-02-04T00:41:58Z,17:00:00,17:00:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2752F2842256:2024-02-04T00:41:58Z,17:47:00,17:47:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2754F2665906:2024-02-03T00:31:17Z,16:17:00,16:17:00,StopPoint:OCETGV INOUI-87172007,0,,0,1,
OCESN2754F2665906:2024-02-03T00:31:17Z,16:45:00,16:48:00,StopPoint:OCETGV INOUI-87172270,1,,0,0,
OCESN2754F2665906:2024-02-03T00:31:17Z,17:09:00,17:15:00,StopPoint:OCETGV INOUI-87171009,2,,0,0,
OCESN2754F2665906:2024-02-03T00:31:17Z,18:02:00,18:02:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2754F2728722:2023-12-22T00:50:14Z,16:16:00,16:16:00,StopPoint:OCETGV INOUI-87172007,0,,0,1,
OCESN2754F2728722:2023-12-22T00:50:14Z,16:44:00,16:47:00,StopPoint:OCETGV INOUI-87172270,1,,0,0,
OCESN2754F2728722:2023-12-22T00:50:14Z,17:08:00,17:14:00,StopPoint:OCETGV INOUI-87171009,2,,0,0,
OCESN2754F2728722:2023-12-22T00:50:14Z,18:11:00,18:11:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2756F2842262:2024-02-05T00:32:25Z,18:57:00,18:57:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2756F2842262:2024-02-05T00:32:25Z,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2756F2842267:2024-02-05T00:32:25Z,18:45:00,18:45:00,StopPoint:OCETGV INOUI-87171009,0,,0,1,
OCESN2756F2842267:2024-02-05T00:32:25Z,19:32:00,19:32:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
