trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN12213F2586070:2024-01-25T00:46:21Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F2586070:2024-01-25T00:46:21Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12213F2586070:2024-01-25T00:46:21Z,22:24:00,22:27:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12213F2586070:2024-01-25T00:46:21Z,23:03:00,23:06:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12213F2586070:2024-01-25T00:46:21Z,23:42:00,23:42:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12213F2607289:2023-12-21T00:50:45Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F2607289:2023-12-21T00:50:45Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12213F2607289:2023-12-21T00:50:45Z,22:24:00,22:27:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12213F2607289:2023-12-21T00:50:45Z,23:03:00,23:06:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12213F2607289:2023-12-21T00:50:45Z,23:42:00,23:42:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12213F2607537:2024-02-06T00:30:41Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12213F2607537:2024-02-06T00:30:41Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12213F2607537:2024-02-06T00:30:41Z,22:24:00,22:27:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12213F2607537:2024-02-06T00:30:41Z,23:03:00,23:06:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12213F2607537:2024-02-06T00:30:41Z,23:42:00,23:42:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12244F2411099:2024-01-09T00:38:43Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12244F2411099:2024-01-09T00:38:43Z,20:47:00,20:50:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12244F2411099:2024-01-09T00:38:43Z,20:59:00,20:59:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12244F2665357:2024-02-08T00:29:23Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12244F2665357:2024-02-08T00:29:23Z,20:42:00,20:45:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12244F2665357:2024-02-08T00:29:23Z,20:55:00,20:55:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12246F2596883:2024-01-10T00:41:00Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12246F2596883:2024-01-10T00:41:00Z,21:53:00,21:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F2587049:2024-02-08T00:29:23Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F2587049:2024-02-08T00:29:23Z,10:49:00,10:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F2607550:2024-02-05T00:32:25Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F2607550:2024-02-05T00:32:25Z,10:49:00,10:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F2859359:2023-12-28T00:37:32Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F2859359:2023-12-28T00:37:32Z,10:53:00,10:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F2665698:2024-01-26T00:33:56Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F2665698:2024-01-26T00:33:56Z,11:53:00,11:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F2665792:2024-02-08T00:29:23Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F2665792:2024-02-08T00:29:23Z,11:49:00,11:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F2665793:2024-02-08T00:29:23Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F2665793:2024-02-08T00:29:23Z,11:49:00,11:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2586266:2023-12-21T00:50:45Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2586266:2023-12-21T00:50:45Z,12:53:00,12:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2607149:2023-12-21T00:50:45Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2607149:2023-12-21T00:50:45Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2607272:2024-02-08T00:29:23Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2607272:2024-02-08T00:29:23Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F2607273:2023-12-21T00:50:45Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F2607273:2023-12-21T00:50:45Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12255F2665425:2024-01-09T00:38:43Z,11:04:00,11:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F2665425:2024-01-09T00:38:43Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12255F2666726:2024-02-08T00:29:23Z,11:11:00,11:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F2666726:2024-02-08T00:29:23Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12255F2666727:2023-12-21T00:50:45Z,11:11:00,11:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F2666727:2023-12-21T00:50:45Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12256F2607897:2024-01-09T00:38:43Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F2607897:2024-01-09T00:38:43Z,22:58:00,22:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12256F2917897:2024-01-19T00:33:37Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F2917897:2024-01-19T00:33:37Z,22:54:00,22:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2586063:2023-12-21T00:50:45Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2586063:2023-12-21T00:50:45Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2586111:2024-02-08T00:29:23Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2586111:2024-02-08T00:29:23Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2665703:2023-12-21T00:50:45Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2665703:2023-12-21T00:50:45Z,15:53:00,15:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F2898436:2023-12-21T00:50:45Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F2898436:2023-12-21T00:50:45Z,15:53:00,15:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12259F2586067:2024-01-28T00:34:33Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2586067:2024-01-28T00:34:33Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2586069:2023-12-21T00:50:45Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2586069:2023-12-21T00:50:45Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2605995:2024-01-31T00:31:36Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2605995:2024-01-31T00:31:36Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2665593:2023-12-30T00:39:39Z,12:04:00,12:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2665593:2023-12-30T00:39:39Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F2665594:2023-12-28T00:37:32Z,12:04:00,12:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F2665594:2023-12-28T00:37:32Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F3032777:2024-02-08T00:29:23Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F3032777:2024-02-08T00:29:23Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12260F2586039:2024-02-08T00:29:23Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2586039:2024-02-08T00:29:23Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2586039:2024-02-08T00:29:23Z,17:16:00,17:16:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2606474:2024-01-26T00:33:56Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2606474:2024-01-26T00:33:56Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2606474:2024-01-26T00:33:56Z,17:16:00,17:16:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2607128:2024-02-04T00:41:58Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2607128:2024-02-04T00:41:58Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2607128:2024-02-04T00:41:58Z,17:20:00,17:20:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2607129:2024-01-26T00:33:56Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2607129:2024-01-26T00:33:56Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2607129:2024-01-26T00:33:56Z,17:20:00,17:20:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2665901:2023-12-21T00:50:45Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2665901:2023-12-21T00:50:45Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2665901:2023-12-21T00:50:45Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2910494:2023-12-21T00:50:45Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2910494:2023-12-21T00:50:45Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2910494:2023-12-21T00:50:45Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3024339:2024-02-06T00:30:41Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3024339:2024-02-06T00:30:41Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3024339:2024-02-06T00:30:41Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3024340:2024-01-30T00:44:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3024340:2024-01-30T00:44:05Z,15:28:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3024340:2024-01-30T00:44:05Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3024341:2024-01-30T00:44:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3024341:2024-01-30T00:44:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3024341:2024-01-30T00:44:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12261F2607551:2024-02-08T00:29:23Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2607551:2024-02-08T00:29:23Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2666264:2024-02-08T00:29:23Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2666264:2024-02-08T00:29:23Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2666265:2023-12-21T00:50:45Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2666265:2023-12-21T00:50:45Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2843832:2024-01-09T00:38:43Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2843832:2024-01-09T00:38:43Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2845463:2024-01-09T00:38:43Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2845463:2024-01-09T00:38:43Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2846026:2023-12-21T00:50:45Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2846026:2023-12-21T00:50:45Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F2914444:2023-12-21T00:50:45Z,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2914444:2023-12-21T00:50:45Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2606729:2024-02-03T00:31:17Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2606729:2024-02-03T00:31:17Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2665437:2024-02-08T00:29:23Z,16:11:00,16:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2665437:2024-02-08T00:29:23Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2665438:2023-12-21T00:50:45Z,16:11:00,16:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2665438:2023-12-21T00:50:45Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2898450:2024-01-27T00:45:59Z,16:11:00,16:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2898450:2024-01-27T00:45:59Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F2941042:2024-02-03T00:31:17Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F2941042:2024-02-03T00:31:17Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12264F2587853:2024-02-05T00:32:25Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F2587853:2024-02-05T00:32:25Z,14:16:00,14:16:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12264F2665777:2024-01-09T00:38:43Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F2665777:2024-01-09T00:38:43Z,14:20:00,14:20:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12265F2586021:2023-12-30T00:39:39Z,13:58:00,13:58:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2586021:2023-12-30T00:39:39Z,14:07:00,14:10:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2586021:2023-12-30T00:39:39Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2586056:2023-12-30T00:39:39Z,13:58:00,13:58:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2586056:2023-12-30T00:39:39Z,14:07:00,14:10:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2586056:2023-12-30T00:39:39Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2586057:2024-02-08T00:29:23Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2586057:2024-02-08T00:29:23Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2586057:2024-02-08T00:29:23Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2606466:2024-01-27T00:45:59Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2606466:2024-01-27T00:45:59Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2606466:2024-01-27T00:45:59Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2606478:2023-12-21T00:50:45Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2606478:2023-12-21T00:50:45Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2606478:2023-12-21T00:50:45Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2665423:2023-12-21T00:50:45Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2665423:2023-12-21T00:50:45Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2665423:2023-12-21T00:50:45Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12265F2665424:2023-12-21T00:50:45Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F2665424:2023-12-21T00:50:45Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F2665424:2023-12-21T00:50:45Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12266F1645954:2024-02-06T00:30:41Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F1645954:2024-02-06T00:30:41Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F2607148:2024-01-18T00:32:08Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F2607148:2024-01-18T00:32:08Z,19:53:00,19:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F2667102:2023-12-21T00:50:45Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F2667102:2023-12-21T00:50:45Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12267F1658385:2024-01-18T00:32:08Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F1658385:2024-01-18T00:32:08Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F2665478:2024-01-18T00:32:08Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2665478:2024-01-18T00:32:08Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F2665669:2024-02-04T00:41:58Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2665669:2024-02-04T00:41:58Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F2665670:2024-02-08T00:29:23Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2665670:2024-02-08T00:29:23Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12268F2837247:2023-12-21T00:50:45Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2837247:2023-12-21T00:50:45Z,14:53:00,14:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F2917995:2023-12-21T00:50:45Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F2917995:2023-12-21T00:50:45Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F1684569:2024-02-08T00:29:23Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F1684569:2024-02-08T00:29:23Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F2547956:2024-01-16T00:33:56Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F2547956:2024-01-16T00:33:56Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F2666290:2024-02-08T00:29:23Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F2666290:2024-02-08T00:29:23Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F2744494:2024-01-16T00:33:56Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F2744494:2024-01-16T00:33:56Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12271F1719016:2024-01-09T00:38:43Z,18:40:00,18:40:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F1719016:2024-01-09T00:38:43Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2666441:2023-12-21T00:50:45Z,18:47:00,18:47:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2666441:2023-12-21T00:50:45Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2666442:2024-02-07T00:29:39Z,18:47:00,18:47:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2666442:2024-02-07T00:29:39Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2666444:2024-02-04T00:41:58Z,18:47:00,18:47:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2666444:2024-02-04T00:41:58Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F2666498:2024-01-18T00:32:08Z,18:40:00,18:40:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F2666498:2024-01-18T00:32:08Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2234873:2024-02-08T00:29:23Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2234873:2024-02-08T00:29:23Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2567788:2024-01-30T00:44:05Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2567788:2024-01-30T00:44:05Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2607504:2024-02-04T00:41:58Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2607504:2024-02-04T00:41:58Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2607505:2024-01-27T00:45:59Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2607505:2024-01-27T00:45:59Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2607541:2024-01-27T00:45:59Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2607541:2024-01-27T00:45:59Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2859340:2024-01-30T00:44:05Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2859340:2024-01-30T00:44:05Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F2979187:2024-01-30T00:44:05Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F2979187:2024-01-30T00:44:05Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12274F2586031:2023-12-21T00:50:45Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12274F2586031:2023-12-21T00:50:45Z,19:11:00,19:14:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12274F2586031:2023-12-21T00:50:45Z,19:24:00,19:24:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12276F2586080:2024-02-08T00:29:23Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F2586080:2024-02-08T00:29:23Z,08:49:00,08:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12276F2607864:2024-02-08T00:29:23Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F2607864:2024-02-08T00:29:23Z,08:49:00,08:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12276F2918506:2024-01-10T00:41:00Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F2918506:2024-01-10T00:41:00Z,08:53:00,08:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12295F2665494:2023-12-21T00:50:45Z,19:12:00,19:12:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12295F2665494:2023-12-21T00:50:45Z,20:18:00,20:22:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN12295F2665494:2023-12-21T00:50:45Z,20:54:00,20:54:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
